#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F15_assembly.fasta_contig_12	14182	15604	+	aslA	1-1428/1428	========/======	7/7	99.58	96.29	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F47_assembly.fasta_contig_2	2289478	2290440	-	ybtA	1-960/960	========/======	7/7	99.79	98.96	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2290607	2292417	+	ybtP	1-1803/1803	========/======	25/30	99.39	97.81	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2292404	2294202	+	ybtQ	1-1803/1803	========/======	12/14	99.50	98.56	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2294195	2295478	+	ybtX	1-1281/1281	========/======	7/11	99.69	98.53	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	2295506	2296810	+	ybtS	1-1305/1305	========/======	10/12	99.54	98.70	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F47_assembly.fasta_contig_2	3791110	3792176	+	ompA	1-1038/1041	========/======	9/37	99.33	82.35	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F47_assembly.fasta_contig_2	4224922	4225780	-	entB	1-858/858	========/======	13/19	98.95	80.64	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F47_assembly.fasta_contig_2	4589138	4589885	-	yagV/ecpE	3-751/756	========/======	8/9	98.41	84.59	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F47_assembly.fasta_contig_2	4589810	4591467	-	yagW/ecpD	1-1644/1644	========/======	23/34	99.39	86.33	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F47_assembly.fasta_contig_2	4591457	4594000	-	yagX/ecpC	1-2526/2526	========/======	46/52	99.33	85.16	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F47_assembly.fasta_contig_2	4594026	4594698	-	yagY/ecpB	1-669/669	========/======	8/8	99.70	86.07	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F47_assembly.fasta_contig_2	4594759	4595340	-	yagZ/ecpA	5-584/588	========/======	6/6	98.30	88.36	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F47_assembly.fasta_contig_2	4595417	4595996	-	ykgK/ecpR	11-591/591	========/======	3/3	97.97	86.25	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2380500	2381079	+	ykgK/ecpR	11-591/591	========/======	1/1	98.14	86.23	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2381156	2381731	+	yagZ/ecpA	5-584/588	========/======	3/4	97.96	88.97	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2381792	2382459	+	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2382485	2385001	+	yagX/ecpC	1-2526/2526	========/======	11/11	99.60	86.98	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2384991	2386631	+	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.69	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2386557	2387310	+	yagV/ecpE	3-756/756	===============	0/0	99.74	84.88	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F53_assembly.fasta_contig_1	2750355	2751204	+	entB	1-858/858	========/======	6/10	98.95	81.96	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F53_assembly.fasta_contig_1	3183612	3184681	-	ompA	1-1041/1041	========/======	3/31	99.90	83.38	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F53_assembly.fasta_contig_1	4676494	4677796	-	ybtS	1-1305/1305	========/======	2/2	99.85	99.62	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4677824	4679102	-	ybtX	1-1281/1281	========/======	2/2	99.84	99.38	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4679095	4680892	-	ybtQ	1-1803/1803	========/======	5/5	99.72	99.17	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4680879	4682677	-	ybtP	1-1803/1803	========/======	3/4	99.78	99.22	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4682844	4683802	+	ybtA	1-960/960	========/======	1/1	99.90	99.69	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4683990	4690085	+	irp2	1-6108/6108	========/======	13/14	99.79	99.26	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4690172	4699646	+	irp1	1-9492/9492	========/======	17/17	99.82	99.43	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4699643	4700740	+	ybtU	1-1101/1101	========/======	3/3	99.73	99.45	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4700737	4701537	+	ybtT	1-804/804	========/======	3/3	99.63	98.38	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4701541	4703114	+	ybtE	1-1578/1578	========/======	4/4	99.75	99.62	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F53_assembly.fasta_contig_1	4703245	4705265	+	fyuA	1-2022/2022	========/======	1/1	99.95	98.96	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	1063975	1064554	+	ykgK/ecpR	11-591/591	========/======	1/1	98.14	86.40	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1064632	1065207	+	yagZ/ecpA	5-584/588	========/======	3/4	97.96	88.97	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1065267	1065934	+	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.25	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1065960	1068475	+	yagX/ecpC	1-2526/2526	========/======	14/14	99.52	86.99	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1068465	1070105	+	yagW/ecpD	1-1644/1644	========/======	3/3	99.82	88.62	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1070031	1070782	+	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.75	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F54_assembly.fasta_contig_1	1433584	1434435	+	entB	1-858/858	========/======	4/8	99.18	81.96	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F54_assembly.fasta_contig_1	1866621	1867690	-	ompA	1-1041/1041	========/======	3/31	99.90	83.29	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F54_assembly.fasta_contig_1	3358824	3360125	-	ybtS	1-1305/1305	========/======	3/3	99.77	99.46	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3360153	3361430	-	ybtX	1-1281/1281	========/======	3/3	99.77	99.38	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3361423	3363223	-	ybtQ	1-1803/1803	========/======	2/2	99.89	99.50	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3363210	3365007	-	ybtP	1-1803/1803	========/======	4/5	99.72	99.17	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3365174	3366132	+	ybtA	1-960/960	========/======	1/1	99.90	99.48	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3366321	3372414	+	irp2	1-6108/6108	========/======	16/16	99.75	99.15	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3372501	3381975	+	irp1	1-9492/9492	========/======	17/17	99.82	99.45	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3381972	3383070	+	ybtU	1-1101/1101	========/======	2/2	99.82	99.55	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3383067	3383867	+	ybtT	1-804/804	========/======	3/3	99.63	98.38	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3383871	3385442	+	ybtE	1-1578/1578	========/======	5/6	99.62	99.37	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F54_assembly.fasta_contig_1	3385573	3387591	+	fyuA	1-2022/2022	========/======	3/3	99.85	98.86	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	960679	961258	+	ykgK/ecpR	11-591/591	========/======	1/1	98.14	86.23	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	961336	961911	+	yagZ/ecpA	5-584/588	========/======	3/4	97.96	88.97	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	961971	962638	+	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	962664	965182	+	yagX/ecpC	1-2526/2526	========/======	13/13	99.60	87.23	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	965172	966813	+	yagW/ecpD	1-1644/1644	========/======	2/2	99.88	88.75	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	966739	967490	+	yagV/ecpE	3-756/756	========/======	2/2	99.47	84.88	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F87_assembly.fasta_contig_1	1322266	1323035	-	fepC	17-788/816	========/======	2/2	94.36	80.31	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F87_assembly.fasta_contig_1	1330603	1331453	+	entB	1-858/858	========/======	5/9	99.07	82.07	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F87_assembly.fasta_contig_1	1331463	1332208	+	entA	2-747/747	========/======	5/8	99.33	80.27	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F87_assembly.fasta_contig_1	1763870	1764939	-	ompA	1-1041/1041	========/======	3/31	99.90	83.66	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F87_assembly.fasta_contig_1	3256902	3258205	-	ybtS	1-1305/1305	========/======	1/1	99.92	99.62	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3258233	3259509	-	ybtX	1-1281/1281	========/======	4/4	99.69	99.61	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3259502	3261301	-	ybtQ	1-1803/1803	========/======	3/3	99.83	99.56	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3261288	3263086	-	ybtP	1-1803/1803	========/======	6/6	99.72	99.39	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3263253	3264212	+	ybtA	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3264402	3270495	+	irp2	1-6108/6108	========/======	14/16	99.75	99.41	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3270583	3280065	+	irp1	1-9492/9492	========/======	9/9	99.91	99.69	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3280062	3281162	+	ybtU	1-1101/1101	===============	0/0	100.00	99.91	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3281159	3281960	+	ybtT	1-804/804	========/======	2/2	99.75	98.88	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3281964	3283536	+	ybtE	1-1578/1578	========/======	5/5	99.68	99.49	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F87_assembly.fasta_contig_1	3283667	3285685	+	fyuA	1-2022/2022	========/======	5/5	99.80	99.26	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	569912	571931	-	fyuA	1-2022/2022	========/======	4/4	99.85	99.31	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	572062	573635	-	ybtE	1-1578/1578	========/======	4/4	99.75	99.62	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	573639	574439	-	ybtT	1-804/804	========/======	3/3	99.63	98.76	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	574436	575535	-	ybtU	1-1101/1101	========/======	1/1	99.91	99.91	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	575532	585014	-	irp1	1-9492/9492	========/======	9/9	99.91	99.65	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	585101	591196	-	irp2	1-6108/6108	========/======	11/14	99.79	99.39	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	591386	592345	-	ybtA	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	592512	594310	+	ybtP	1-1803/1803	========/======	4/4	99.78	99.44	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	594297	596096	+	ybtQ	1-1803/1803	========/======	3/3	99.83	99.72	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	596089	597365	+	ybtX	1-1281/1281	========/======	4/4	99.69	99.45	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	597393	598696	+	ybtS	1-1305/1305	========/======	1/1	99.92	99.62	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F88_assembly.fasta_contig_1	2090966	2092035	+	ompA	1-1041/1041	========/======	3/31	99.90	83.57	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F88_assembly.fasta_contig_1	2523752	2524497	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F88_assembly.fasta_contig_1	2524507	2525356	-	entB	1-858/858	========/======	7/12	98.83	81.74	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F88_assembly.fasta_contig_1	2532927	2533695	+	fepC	17-788/816	========/======	3/3	94.24	80.18	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F88_assembly.fasta_contig_1	2888508	2889260	-	yagV/ecpE	3-756/756	========/======	3/3	99.47	84.77	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F88_assembly.fasta_contig_1	2889185	2890828	-	yagW/ecpD	1-1644/1644	========/======	2/2	99.94	88.69	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F88_assembly.fasta_contig_1	2890818	2893335	-	yagX/ecpC	1-2526/2526	========/======	10/10	99.64	87.22	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F88_assembly.fasta_contig_1	2893361	2894028	-	yagY/ecpB	1-669/669	========/======	1/1	99.85	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F88_assembly.fasta_contig_1	2894088	2894664	-	yagZ/ecpA	5-584/588	========/======	3/3	98.13	89.31	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F88_assembly.fasta_contig_1	2894741	2895319	-	ykgK/ecpR	11-591/591	========/======	2/2	97.97	86.40	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
