#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F29_assembly.fasta_contig_1	3933713	3934221	+	emrR	1-510/531	========/======	1/1	95.86	83.14	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
all.fasta	F29_assembly.fasta_contig_1	3934369	3935537	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	========/======	3/4	99.66	98.30	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F29_assembly.fasta_contig_1	3935553	3937087	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	========/======	6/6	99.68	83.57	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F29_assembly.fasta_contig_1	4703573	4704203	+	CRP	1-633/633	========/======	2/2	99.68	86.89	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
all.fasta	F29_assembly.fasta_contig_1	5223515	5224879	-	cpxA	1-1367/1374	========/======	2/2	99.34	81.42	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
all.fasta	F29_assembly.fasta_contig_5	25714	26299	+	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.49	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F29_assembly.fasta_contig_5	46959	48204	-	tet(A)	1-1247/1275	========/======	1/1	97.73	98.80	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F29_assembly.fasta_contig_5	68458	69296	-	sul1	1-840/840	========/======	1/1	99.88	99.64	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F29_assembly.fasta_contig_5	69748	70426	+	QnrB20	1-681/681	========/======	4/4	99.56	98.39	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F29_assembly.fasta_contig_5	74166	75005	-	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F29_assembly.fasta_contig_5	75528	75983	-	dfrA25	1-459/459	========/======	3/3	99.35	99.35	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F29_assembly.fasta_contig_5	80218	81099	-	KPC-1	1-882/882	===============	0/0	100.00	99.89	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F32_assembly.fasta_contig_1	524499	524917	+	FosA6	1-420/420	========/======	1/1	99.76	98.09	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
all.fasta	F32_assembly.fasta_contig_1	1115623	1118765	-	acrB	1-3148/3150	========/======	9/13	99.65	83.12	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F32_assembly.fasta_contig_1	1118788	1119977	-	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	6/7	99.42	97.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F32_assembly.fasta_contig_1	1264629	1264981	+	ramA	21-375/375	========/======	2/2	94.13	81.13	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F32_assembly.fasta_contig_1	1711852	1713598	+	msbA	1-1749/1749	========/======	2/2	99.89	80.33	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
all.fasta	F32_assembly.fasta_contig_1	2203738	2204891	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	8/33	99.82	94.64	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
all.fasta	F32_assembly.fasta_contig_1	2331804	2332165	+	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.90	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F32_assembly.fasta_contig_1	2332152	2332480	+	Klebsiella_pneumoniae_KpnF	1-330/330	========/======	1/1	99.70	99.09	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F32_assembly.fasta_contig_1	2373177	2374036	-	SHV-182	1-861/861	========/======	1/1	99.88	99.65	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F32_assembly.fasta_contig_1	2394099	2394465	-	marA	1-369/384	========/======	2/2	95.57	81.03	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F32_assembly.fasta_contig_1	3004934	3005336	+	H-NS	1-405/414	========/======	2/2	97.34	86.17	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F32_assembly.fasta_contig_1	3423573	3426689	+	mdtB	1-3123/3123	========/======	8/10	99.74	80.64	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F32_assembly.fasta_contig_1	3426690	3429768	+	mdtC	1-3078/3078	========/======	1/1	100.00	81.19	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F32_assembly.fasta_contig_1	3432648	3433358	+	baeR	1-713/723	========/======	2/2	98.34	81.35	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F32_assembly.fasta_contig_1	3885528	3886699	+	oqxA	1-1176/1176	========/======	3/4	99.66	98.47	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F32_assembly.fasta_contig_1	3886723	3889867	+	oqxB	1-3153/3153	========/======	8/8	99.75	99.27	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F32_assembly.fasta_contig_1	3935317	3935825	+	emrR	1-510/531	========/======	1/1	95.86	83.14	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
all.fasta	F32_assembly.fasta_contig_1	3935972	3937141	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	========/======	3/3	99.74	98.47	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F32_assembly.fasta_contig_1	3937157	3938692	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	========/======	5/5	99.74	83.51	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F32_assembly.fasta_contig_1	4705584	4706215	+	CRP	1-633/633	========/======	1/1	99.84	86.57	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
all.fasta	F32_assembly.fasta_contig_1	5225730	5227096	-	cpxA	1-1367/1374	===============	0/0	99.49	81.49	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
all.fasta	F32_assembly.fasta_contig_4	12279	13117	-	sul1	1-840/840	========/======	1/1	99.88	99.76	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F32_assembly.fasta_contig_4	13569	14247	+	QnrB20	1-681/681	========/======	3/4	99.56	98.53	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F32_assembly.fasta_contig_4	17985	18824	-	sul1	1-840/840	===============	0/0	100.00	99.76	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F32_assembly.fasta_contig_4	19349	19806	-	dfrA25	1-459/459	========/======	1/1	99.78	99.78	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F32_assembly.fasta_contig_4	28739	29619	-	KPC-1	1-882/882	========/======	1/1	99.89	99.77	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F32_assembly.fasta_contig_4	40303	40888	-	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.49	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F32_assembly.fasta_contig_4	147727	148970	-	tet(A)	1-1247/1275	========/======	3/3	97.57	98.88	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F34_assembly.fasta_contig_1	162509	163139	+	CRP	1-633/633	========/======	2/2	99.68	86.57	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
all.fasta	F34_assembly.fasta_contig_1	682521	683885	-	cpxA	1-1367/1374	========/======	2/2	99.34	81.27	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
all.fasta	F34_assembly.fasta_contig_1	1249985	1250403	+	FosA6	1-420/420	========/======	1/1	99.76	98.09	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
all.fasta	F34_assembly.fasta_contig_1	1840850	1843991	-	acrB	1-3148/3150	========/======	9/14	99.62	83.25	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F34_assembly.fasta_contig_1	1844014	1845203	-	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	6/7	99.42	97.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F34_assembly.fasta_contig_1	1989776	1990128	+	ramA	21-375/375	========/======	2/2	94.13	80.84	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F34_assembly.fasta_contig_1	2436865	2438611	+	msbA	1-1749/1749	========/======	2/2	99.89	80.33	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
all.fasta	F34_assembly.fasta_contig_1	2928453	2929604	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	10/35	99.64	94.64	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
all.fasta	F34_assembly.fasta_contig_1	3056457	3056818	+	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.90	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F34_assembly.fasta_contig_1	3056805	3057133	+	Klebsiella_pneumoniae_KpnF	1-330/330	========/======	1/1	99.70	99.09	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F34_assembly.fasta_contig_1	3097813	3098672	-	SHV-182	1-861/861	========/======	1/1	99.88	99.65	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F34_assembly.fasta_contig_1	3118719	3119085	-	marA	1-369/384	========/======	2/2	95.57	80.76	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F34_assembly.fasta_contig_1	3729207	3729609	+	H-NS	1-405/414	========/======	2/2	97.34	86.17	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F34_assembly.fasta_contig_1	4147666	4150778	+	mdtB	1-3123/3123	========/======	12/14	99.62	80.67	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F34_assembly.fasta_contig_1	4150779	4153854	+	mdtC	1-3078/3078	========/======	6/6	99.87	81.17	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F34_assembly.fasta_contig_1	4156735	4157446	+	baeR	1-713/723	========/======	1/1	98.48	81.35	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F34_assembly.fasta_contig_1	4609377	4610548	+	oqxA	1-1176/1176	========/======	5/6	99.57	98.64	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F34_assembly.fasta_contig_1	4610571	4613712	+	oqxB	1-3153/3153	========/======	11/11	99.65	99.33	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
all.fasta	F34_assembly.fasta_contig_1	4659130	4659637	+	emrR	1-510/531	========/======	2/2	95.67	82.75	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
all.fasta	F34_assembly.fasta_contig_1	4659783	4660948	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	========/======	5/7	99.40	98.21	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F34_assembly.fasta_contig_1	4660964	4662497	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	========/======	9/9	99.55	83.65	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
all.fasta	F34_assembly.fasta_contig_3	63809	64688	+	KPC-1	1-882/882	========/======	2/2	99.77	99.66	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F34_assembly.fasta_contig_3	68921	69378	+	dfrA25	1-459/459	========/======	1/1	99.78	99.56	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F34_assembly.fasta_contig_3	69902	70741	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F34_assembly.fasta_contig_3	74481	75160	-	QnrB20	1-681/681	========/======	3/3	99.71	98.53	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F34_assembly.fasta_contig_3	75612	76451	+	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F34_assembly.fasta_contig_3	96705	97949	+	tet(A)	1-1247/1275	========/======	1/2	97.65	98.96	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F34_assembly.fasta_contig_3	118599	119184	-	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.49	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F35_assembly.fasta_contig_1	421764	422474	-	baeR	1-713/723	========/======	2/2	98.34	81.63	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
all.fasta	F35_assembly.fasta_contig_1	425351	428424	-	mdtC	1-3078/3078	========/======	4/4	99.87	81.38	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
all.fasta	F35_assembly.fasta_contig_1	428425	431540	-	mdtB	1-3123/3123	========/======	9/11	99.71	80.80	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
all.fasta	F35_assembly.fasta_contig_1	849795	850198	-	H-NS	1-405/414	========/======	1/1	97.58	86.67	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
all.fasta	F35_assembly.fasta_contig_1	1460706	1461074	+	marA	1-369/384	===============	0/0	96.09	81.30	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F35_assembly.fasta_contig_1	1481138	1481997	+	SHV-182	1-861/861	========/======	1/1	99.88	99.77	card	KP050489:0-861	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
all.fasta	F35_assembly.fasta_contig_1	1522717	1523046	-	Klebsiella_pneumoniae_KpnF	1-330/330	===============	0/0	100.00	99.70	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F35_assembly.fasta_contig_1	1523033	1523394	-	Klebsiella_pneumoniae_KpnE	1-363/363	========/======	1/1	99.72	98.90	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
all.fasta	F35_assembly.fasta_contig_1	1650347	1651500	+	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	8/33	99.82	94.98	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
