Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_8	cds	119452	120024	+	DALOPK_07330	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_8	cds	120917	121135	+	DALOPK_07335		hypothetical protein	
contig_8	cds	121136	121453	+	DALOPK_07340		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_8	cds	121520	121924	+	DALOPK_07345		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_8	cds	121967	122266	+	DALOPK_07350	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_8	cds	122283	122672	+	DALOPK_07355		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_8	cds	122744	125383	+	DALOPK_07360	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_8	cds	125383	125772	+	DALOPK_07365	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_8	cds	125772	126398	+	DALOPK_07370	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_8	cds	126440	126829	+	DALOPK_07375		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_8	cds	126826	127815	+	DALOPK_07380	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_8	cds	127828	128466	+	DALOPK_07385	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_8	cds	128525	130480	+	DALOPK_07390	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
contig_8	cds	130512	130748	+	DALOPK_07395	trbE	Conjugal transfer protein TrbE	SO:0001217, UniRef:UniRef50_A0A7H4N3R5
contig_8	cds	130745	130930	+	DALOPK_07400		Succinate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A483I570
contig_8	cds	130976	131302	+	DALOPK_07405		DUF2500 domain-containing protein	SO:0001217, UniRef:UniRef50_G9G2J2
contig_8	cds	131323	132075	+	DALOPK_07410	traF	Type-F conjugative transfer system pilin assembly protein TraF	SO:0001217, UniRef:UniRef50_A0A7S9DQZ0
contig_8	cds	132086	132325	+	DALOPK_07415	traQ	Conjugal transfer pilin chaperone TraQ	SO:0001217, UniRef:UniRef50_A0A485D2U1
contig_8	cds	132297	132854	+	DALOPK_07420	trbB	Type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	SO:0001217, UniRef:UniRef50_A0A1Q6ASH6
contig_8	cds	132900	133343	+	DALOPK_07425	trbF	Conjugal transfer protein TrbF	SO:0001217, UniRef:UniRef50_A0A7D5FZA7
contig_8	cds	133333	134700	+	DALOPK_07430	traH	Conjugal transfer protein TraH	SO:0001217, UniRef:UniRef50_A0A062WMG0
contig_8	cds	134700	137549	+	DALOPK_07435		TraG-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7M1I3R1
contig_8	ncRNA	135419	135504	-	DALOPK_07440	AS-traG	Antisense to traG	RFAM:RF02874, SO:0000644
contig_8	cds	137546	138082	+	DALOPK_07445	traS	Conjugal transfer entry exclusion protein TraS	SO:0001217, UniRef:UniRef50_A0A7D3P619
contig_8	cds	138271	139002	+	DALOPK_07450	traT	TraT complement resistance protein	SO:0001217, UniRef:UniRef50_P13979
contig_8	cds	139193	139315	+	DALOPK_07455		hypothetical protein	
contig_8	cds	139362	141644	+	DALOPK_07460	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_A0A331MFF0
contig_8	cds	141644	146902	+	DALOPK_07465	traI	OriT nicking and unwinding protein TraI (DNA helicase I)	SO:0001217, UniRef:UniRef50_A0A2P9E096
contig_8	cds	146983	147708	+	DALOPK_07470	traX	Type-F conjugative transfer system pilin acetylase TraX	SO:0001217, UniRef:UniRef50_A0A2X1QG02
contig_8	cds	147780	148373	+	DALOPK_07475		Fertility inhibition protein	SO:0001217, UniRef:UniRef50_A0A3P2IM00
contig_8	cds	148540	149136	+	DALOPK_07480		PIN7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUF4
contig_8	cds	149186	149407	+	DALOPK_07485		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A2W7TCE6
contig_8	cds	149463	150113	+	DALOPK_07490		DUF2726 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z2GWV6
contig_8	cds	150110	150418	+	DALOPK_07495		Prophage protein	SO:0001217, UniRef:UniRef50_W7NMJ6
contig_8	cds	150513	151073	+	DALOPK_07500		Phospholipase D	SO:0001217, UniRef:UniRef50_A0A663BIQ2
contig_8	cds	151209	151478	+	DALOPK_07505	copB	Protein CopB	SO:0001217, UniRef:UniRef50_A0A2S1JDS7
contig_8	ncRNA	151584	151672	-	DALOPK_07510	copA	CopA-like RNA	RFAM:RF00042, SO:0000655
contig_9	cds	1	1014	+	DALOPK_07515		Replication initiation protein	SO:0001217, UniRef:UniRef50_P13961
contig_9	cds	1338	1637	-	DALOPK_07520		hypothetical protein	
contig_9	cds	2088	2942	+	DALOPK_07525		hypothetical protein	
contig_9	cds	3169	4236	-	DALOPK_07530		hypothetical protein	PFAM:PF00672.28
contig_9	cds	4229	6373	-	DALOPK_07535		Transposase	SO:0001217, UniRef:UniRef50_J9Y1B1
contig_9	cds	6351	6776	-	DALOPK_07540		hypothetical protein	
contig_9	cds	6824	7231	-	DALOPK_07545		Transposase for transposon Tn3	SO:0001217, UniRef:UniRef50_C7S9E2
contig_9	cds	7393	7950	+	DALOPK_07550		Transposon Tn1331 resolvase	SO:0001217, UniRef:UniRef50_P21424
contig_9	cds	8133	8480	+	DALOPK_07555	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NCBIProtein:WP_003159191.1, SO:0001217, UniRef:UniRef50_A0A1S6EIK8
contig_9	cds	8819	9076	+	DALOPK_07560		hypothetical protein	PFAM:PF18765.4
contig_9	cds	9088	9792	+	DALOPK_07565	tnp	IS6 family IS15DIV transposase	IS:IS15DIV, SO:0001217, UniRef:UniRef50_Q573Q1
contig_9	cds	10112	10246	-	DALOPK_07570		hypothetical protein	
contig_9	cds	11009	11875	+	DALOPK_07575		Uncharacterized protein	SO:0001217, UniRef:UniRef50_P18351
contig_9	cds	12484	13689	+	DALOPK_07580		Plasmid partition protein A	SO:0001217, UniRef:UniRef50_P07620
contig_9	cds	13689	14663	+	DALOPK_07585		Plasmid Partition par B protein	SO:0001217, UniRef:UniRef50_P07621
contig_9	cds	14745	16016	-	DALOPK_07590	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_9	cds	16016	16447	-	DALOPK_07595	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_9	cds	16853	18340	+	DALOPK_07600		Retron-type reverse transcriptase	SO:0001217, UniRef:UniRef50_A0A2X1Q015
contig_9	cds	18492	18767	+	DALOPK_07605	tnp	IS1 family IS1X3 transposase ORF A	IS:IS1X3, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_9	cds	18812	19189	+	DALOPK_07610		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_9	cds	19550	19840	-	DALOPK_07615		hypothetical protein	
contig_9	cds	20355	21323	+	DALOPK_07620		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A7T5UB26
contig_9	cds	21365	21454	-	DALOPK_07625		hypothetical protein	
contig_9	cds	21463	21849	-	DALOPK_07630	stbA	StbA	SO:0001217, UniRef:UniRef50_A0A1V2G4P2
contig_9	cds	22396	22812	+	DALOPK_07635	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A485C5B5
contig_9	cds	22814	24343	+	DALOPK_07640		type IV secretion system DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F38762F
contig_9	cds	24343	27585	+	DALOPK_07645		ATP-dependent RecD-like DNA helicase	SO:0001217, UniRef:UniRef50_A0A6G8F840
contig_9	cds	27585	27758	+	DALOPK_07650		hypothetical protein	
contig_9	cds	27908	28606	+	DALOPK_07655		hypothetical protein	
contig_9	cds	28638	29837	-	DALOPK_07660	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBIProtein:WP_012579085.1, SO:0001217, UniRef:UniRef50_A0A3Q8VRE3
contig_9	cds	29916	30593	+	DALOPK_07665	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	BlastRules:WP_000164043, SO:0001217, UniRef:UniRef50_P03038
contig_9	cds	30625	30867	-	DALOPK_07670		Relaxase	SO:0001217, UniRef:UniRef50_A0A2P9EC95
contig_9	cds	31136	31630	+	DALOPK_07675		Delta-FipA	SO:0001217, UniRef:UniRef50_L0R2L2
contig_9	cds	31804	32337	-	DALOPK_07680		Endonuclease	SO:0001217, UniRef:UniRef50_A0A198GLY4
contig_9	cds	32337	33332	-	DALOPK_07685		Type IV secretion system protein	SO:0001217, UniRef:UniRef50_A0A8G9M874
contig_9	cds	33374	34534	-	DALOPK_07690	traF	TraF protein	SO:0001217, UniRef:UniRef50_Q46705
contig_9	cds	34534	35418	-	DALOPK_07695	traO	TraO protein	SO:0001217, UniRef:UniRef50_Q46704
contig_9	cds	35429	36127	-	DALOPK_07700	traE	TraE protein	SO:0001217, UniRef:UniRef50_Q46703
contig_9	cds	36346	37386	-	DALOPK_07705	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_G1CCV4
contig_9	cds	37402	37629	-	DALOPK_07710	eexN	IncN-type entry exclusion lipoprotein EexN	BlastRules:WP_000734973, SO:0001217, UniRef:UniRef50_E2EAP1
contig_9	cds	37637	38350	-	DALOPK_07715	traC	TraC	SO:0001217, UniRef:UniRef50_G1CCV6
contig_9	cds	38368	40968	-	DALOPK_07720	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_Q0ZKR5
contig_9	cds	40968	41285	-	DALOPK_07725	traA	Conjugal transfer protein TraA	SO:0001217, UniRef:UniRef50_G1CCV8
contig_9	cds	41335	41628	-	DALOPK_07730	traM	Conjugal transfer protein TraM	SO:0001217, UniRef:UniRef50_Q46696
contig_9	cds	41638	41919	-	DALOPK_07735		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6C7H3D7
contig_9	cds	41928	42662	-	DALOPK_07740		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_F6IB97
contig_9	cds	42771	43076	+	DALOPK_07745		hypothetical protein	
contig_9	cds	43092	43436	+	DALOPK_07750		CDP-alcohol phosphatidyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A2Z5VJK5
contig_9	cds	43433	43747	+	DALOPK_07755		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A379D0F1
contig_9	cds	43783	44094	+	DALOPK_07760		hypothetical protein	
contig_9	cds	44150	44791	+	DALOPK_07765		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A2S1BJ74
contig_9	cds	44796	45002	+	DALOPK_07770		DNA-binding protein	SO:0001217, UniRef:UniRef50_F6IBA3
contig_9	cds	45013	45279	-	DALOPK_07775		Zn-Tnp-IS1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A348DMF8
contig_9	cds	45384	46817	+	DALOPK_07780		Type II methyltransferase M-EcoRII	SO:0001217, UniRef:UniRef50_P05101
contig_9	cds	46851	48065	-	DALOPK_07785		type II site-specific deoxyribonuclease	BlastRules:WP_143212653, SO:0001217, UniRef:UniRef50_P14633
contig_9	cds	48326	49090	-	DALOPK_07790		IS6-like element IS6100 family transposase	BlastRules:WP_001389365, SO:0001217, UniRef:UniRef50_A0A5P9CVE5
contig_9	cds	49477	49614	+	DALOPK_07795		hypothetical protein	
contig_9	cds	49597	50097	-	DALOPK_07800		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A899NBB6
contig_9	cds	50225	51064	-	DALOPK_07805	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_9	cds	51169	51459	+	DALOPK_07810		hypothetical protein	PFAM:PF02954.22
contig_9	cds	51555	52199	+	DALOPK_07815	qnrB2	quinolone resistance pentapeptide repeat protein QnrB2	NCBIProtein:WP_012695489.1, SO:0001217, UniRef:UniRef50_A0A2C6DQ40
contig_9	cds	52241	52693	-	DALOPK_07820		Signal peptide protein	SO:0001217, UniRef:UniRef50_A0A071M1M7
contig_9	cds	53228	53878	+	DALOPK_07825		Dipeptide-binding protein	SO:0001217, UniRef:UniRef50_A0A4U9HZD2
contig_9	cds	54000	55541	-	DALOPK_07830		IS91 family transposase	SO:0001217, UniRef:UniRef50_A0A349X582
contig_9	cds	55946	56785	-	DALOPK_07835	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_9	cds	56779	57126	-	DALOPK_07840	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NCBIProtein:WP_000679427.1, SO:0001217, UniRef:UniRef50_A0A2Z3XFM5
contig_9	cds	57310	57783	-	DALOPK_07845	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	NCBIProtein:WP_029391998.1, SO:0001217, UniRef:UniRef50_Q934B2
contig_9	ncRNA-region	57781	57849	-			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_9	cds	57939	58952	+	DALOPK_07850	intI1	class 1 integron integrase IntI1	BlastRules:WP_000845054, SO:0001217, UniRef:UniRef50_A0A257FG49
contig_9	cds	59345	59824	+	DALOPK_07855		Resolvase/invertase-type recombinase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C7H1M7
contig_9	cds	60448	61767	+	DALOPK_07860	tnp	IS1182 family ISKpn6 transposase	IS:ISKpn6, SO:0001217, UniRef:UniRef50_A0A2Z2P096
contig_9	cds	62017	62898	-	DALOPK_07865	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NCBIProtein:WP_004199234.1, SO:0001217, UniRef:UniRef50_Q848S6
contig_9	cds	62950	63189	-	DALOPK_07870		hypothetical protein	
contig_9	cds	63186	63965	-	DALOPK_07875	istB	IS21-like element ISKpn7 family helper ATPase IstB	BlastRules:WP_004152394, SO:0001217, UniRef:UniRef50_A0A1Y0FGF8
contig_9	cds	63962	64987	-	DALOPK_07880	tnp	IS21 family ISKpn7 transposase	IS:ISKpn7, SO:0001217, UniRef:UniRef50_A0A1Y0FKH1
contig_9	cds	65094	68123	-	DALOPK_07885	tnpA	Tn3-like element Tn4401 family transposase	BlastRules:WP_004152392, SO:0001217, UniRef:UniRef50_A0A376VVM6
contig_9	cds	68233	69948	+	DALOPK_07890	tnpR	Tn3-like element Tn4401 family resolvase TnpR	BlastRules:WP_004152391, SO:0001217, UniRef:UniRef50_A0A063BFN6
contig_9	cds	70243	70398	+	DALOPK_07895		Transposase	SO:0001217, UniRef:UniRef50_H6X424
contig_9	cds	70447	71439	+	DALOPK_07900		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0H3FIW9
contig_9	cds	71960	72196	-	DALOPK_07905		hypothetical protein	
contig_9	cds	72559	73254	-	DALOPK_07910	tnp	IS6 family IS15DII transposase	IS:IS15DII, SO:0001217, UniRef:UniRef50_Q573Q1
contig_9	cds	73301	74569	-	DALOPK_07915		Integrase catalytic region	SO:0001217, UniRef:UniRef50_C5TC55
contig_9	cds	74644	75351	-	DALOPK_07920		hypothetical protein	PFAM:PF00563.23
contig_9	cds	75348	75584	-	DALOPK_07925	merE	broad-spectrum mercury transporter MerE	NCBIFam:NF010310.2, SO:0001217, UniRef:UniRef50_Q935L2
contig_9	cds	75581	75943	-	DALOPK_07930	merD	mercury resistance co-regulator MerD	NCBIFam:NF033783.1, SO:0001217, UniRef:UniRef50_A0A2R3IL41
contig_9	cds	75961	77655	-	DALOPK_07935	merA	mercury(II) reductase	NCBIFam:TIGR02053.1, SO:0001217, UniRef:UniRef50_P00392
contig_9	cds	77707	78129	-	DALOPK_07940	merC	organomercurial transporter MerC	NCBIProtein:AAC33908.1, SO:0001217, UniRef:UniRef50_A0A0A1H6J0
contig_9	cds	78291	78668	-	DALOPK_07945		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_9	cds	78713	78988	-	DALOPK_07950	tnp	IS1 family ISKpn14 transposase ORF A	IS:ISKpn14, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_9	cds	79022	79732	-	DALOPK_07955	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A6G7ICR3
contig_9	cds	79806	80207	-	DALOPK_07960	vapC	Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A833V3M6
contig_9	cds	80219	80449	-	DALOPK_07965		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q0H049
contig_9	cds	81037	81255	+	DALOPK_07970		hypothetical protein	PFAM:PF07362.15
contig_9	cds	81257	81562	+	DALOPK_07975	ccdB	Toxin CcdB	SO:0001217, UniRef:UniRef50_A0A0J5FXM9
contig_9	cds	81608	82753	+	DALOPK_07980		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G4DF59
contig_9	cds	82748	82891	-	DALOPK_07985		hypothetical protein	
contig_9	cds	82951	83745	+	DALOPK_07990	resD	Resolvase ResD	SO:0001217, UniRef:UniRef50_A0A2P9E5F7
contig_9	cds	83832	84029	-	DALOPK_07995		hypothetical protein	
contig_9	cds	84201	84503	-	DALOPK_08000		Par-like protein	SO:0001217, UniRef:UniRef50_S1PMW8
contig_9	cds	84500	85126	-	DALOPK_08005	parA	ParA family plasmid-partitioning AAA ATPase	BlastRules:WP_010260829, SO:0001217, UniRef:UniRef50_A0A1T4UUQ7
contig_9	cds	85759	86634	-	DALOPK_08010	repB	RepB family plasmid replication initiator protein	SO:0001217, UniRef:UniRef50_A0A1I3SCP3
contig_9	cds	87046	88317	-	DALOPK_08015	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_9	cds	88317	88748	-	DALOPK_08020	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_9	cds	88983	89954	+	DALOPK_08025	stbA	StbA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7I7AGK1
contig_9	cds	89957	90628	+	DALOPK_08030		Mediator of plasmid stability	SO:0001217, UniRef:UniRef50_A0A3G4RIK5
contig_9	cds	90691	90921	+	DALOPK_08035		DUF2892 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q8YLE1
contig_9	cds	91358	92059	+	DALOPK_08040	yubD	Putative methylase YubD	SO:0001217, UniRef:UniRef50_Q9S4X2
contig_9	cds	92059	92280	+	DALOPK_08045		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A093DB27
contig_9	cds	92290	92709	+	DALOPK_08050		DUF1380 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2X3IUI6
contig_9	cds	92763	93530	+	DALOPK_08055		Inner membrane protein	SO:0001217, UniRef:UniRef50_F1C5P6
contig_9	cds	94163	94591	+	DALOPK_08060		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A069FPX5
contig_9	cds	94634	95140	+	DALOPK_08065	ardA	Antirestriction protein ArdA	SO:0001217, UniRef:UniRef50_A0A663AP84
contig_9	cds	95183	95374	+	DALOPK_08070		Plasmid protein	SO:0001217, UniRef:UniRef50_Q1A2M1
contig_9	cds	95562	95816	+	DALOPK_08075		DNA polymerase III subunit theta	SO:0001217, UniRef:UniRef50_W9BAL1
contig_9	cds	95851	96168	+	DALOPK_08080		Transporter	SO:0001217, UniRef:UniRef50_A0A7H4N997
contig_9	cds	96963	97505	+	DALOPK_08085		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A4V3UXC0
contig_9	cds	97554	97802	+	DALOPK_08090		DUF905 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N0VUA9
contig_9	cds	97872	99929	+	DALOPK_08095		ParB/RepB/Spo0J family partition protein	SO:0001217, UniRef:UniRef50_A0A0H2W0J9
contig_9	cds	99974	100405	+	DALOPK_08100	psiB	Protein PsiB	SO:0001217, UniRef:UniRef50_P10032
contig_9	cds	100402	101130	+	DALOPK_08105		Plasmid SOS inhibition protein A	SO:0001217, UniRef:UniRef50_A0A0J1M3S7
contig_9	cds	101127	101453	+	DALOPK_08110		Theronine dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0C7AUG8
contig_9	cds	101509	101883	+	DALOPK_08115		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A078JZ49
contig_9	ncRNA	101942	102116	+	DALOPK_08120	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_9	cds	102087	102608	+	DALOPK_08125	tnp	IS3 family ISKpn8 transposase ORF A	IS:ISKpn8, SO:0001217, UniRef:UniRef50_F5NU29
contig_9	cds	102605	103456	+	DALOPK_08130	tnp	IS3 family ISKpn8 transposase ORF B	IS:ISKpn8, SO:0001217, UniRef:UniRef50_K0PYB1
contig_9	cds	103557	103715	+	DALOPK_08135		Type I toxin-antitoxin system Hok family toxin	SO:0001217, UniRef:UniRef50_A0A7G5F650
contig_9	cds	104017	104247	-	DALOPK_08140		hypothetical protein	
contig_9	cds	104414	104686	+	DALOPK_08145		TAXi-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP9
contig_9	cds	104683	105033	+	DALOPK_08150		hypothetical protein	
contig_9	cds	105048	105365	+	DALOPK_08155		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q8YUK3
contig_9	cds	106205	106561	+	DALOPK_08160		Dopa decarboxylase protein remnant	SO:0001217, UniRef:UniRef50_S5N495
contig_9	cds	106622	106834	+	DALOPK_08165		hypothetical protein	
contig_9	cds	106845	107069	+	DALOPK_08170		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A377YU09
contig_9	cds	107150	107470	+	DALOPK_08175		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A7I6U733
contig_9	cds	107460	107738	+	DALOPK_08180		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUS1
contig_9	cds	107739	108152	+	DALOPK_08185		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_G9G282
contig_9	cds	108870	109250	+	DALOPK_08190		hypothetical protein	
contig_9	cds	109317	109664	+	DALOPK_08195		DUF559 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4T8H9
contig_9	cds	109759	109905	+	DALOPK_08200		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_J6IMA8
contig_9	cds	109956	110789	+	DALOPK_08205		N6-Mtase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUH5
contig_9	cds	110616	110996	-	DALOPK_08210		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A078K4K2
contig_9	cds	111606	112427	+	DALOPK_08215		DUF945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4GNX1
contig_9	cds	112427	112789	+	DALOPK_08220		FYR N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CN52
contig_9	cds	112822	113307	-	DALOPK_08225		SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V7SNL5
contig_9	cds	113731	114114	+	DALOPK_08230	traM	Relaxosome protein TraM	SO:0001217, UniRef:UniRef50_A0A2P9E0A8
contig_9	ncRNA	114243	114320	-	DALOPK_08235	finP	FinP	RFAM:RF00107, SO:0000655
contig_9	cds	114314	115030	+	DALOPK_08240	traJ	Conjugal transfer transcriptional regulator TraJ	SO:0001217, UniRef:UniRef50_A0A2S1FVE4
contig_9	cds	115434	115802	+	DALOPK_08245		Pilin	SO:0001217, UniRef:UniRef50_P04737
contig_9	cds	115816	116121	+	DALOPK_08250	traL	Protein TraL	SO:0001217, UniRef:UniRef50_A0A2A7U827
contig_9	cds	116141	116707	+	DALOPK_08255	traE	Protein TraE	SO:0001217, UniRef:UniRef50_P08322
contig_9	cds	116694	117434	+	DALOPK_08260	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A8H9E1S4
contig_9	cds	117434	118858	+	DALOPK_08265	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_A0A7M1HZG2
contig_9	cds	118851	119447	+	DALOPK_08270	traP	Conjugal transfer protein TraP	SO:0001217, UniRef:UniRef50_A0A8A6WLW4
contig_9	cds	119482	120054	+	DALOPK_08275	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_9	cds	120947	121165	+	DALOPK_08280		hypothetical protein	
contig_9	cds	121166	121483	+	DALOPK_08285		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_9	cds	121550	121954	+	DALOPK_08290		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_9	cds	121997	122296	+	DALOPK_08295	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_9	cds	122313	122702	+	DALOPK_08300		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_9	cds	122774	125413	+	DALOPK_08305	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_9	cds	125413	125802	+	DALOPK_08310	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_9	cds	125802	126428	+	DALOPK_08315	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_9	cds	126470	126859	+	DALOPK_08320		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_9	cds	126856	127845	+	DALOPK_08325	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_9	cds	127858	128496	+	DALOPK_08330	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_9	cds	128555	130510	+	DALOPK_08335	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
contig_9	cds	130542	130778	+	DALOPK_08340	trbE	Conjugal transfer protein TrbE	SO:0001217, UniRef:UniRef50_A0A7H4N3R5
contig_9	cds	130775	130960	+	DALOPK_08345		Succinate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A483I570
contig_9	cds	131006	131332	+	DALOPK_08350		DUF2500 domain-containing protein	SO:0001217, UniRef:UniRef50_G9G2J2
contig_9	cds	131353	132105	+	DALOPK_08355	traF	Type-F conjugative transfer system pilin assembly protein TraF	SO:0001217, UniRef:UniRef50_A0A7S9DQZ0
contig_9	cds	132116	132355	+	DALOPK_08360	traQ	Conjugal transfer pilin chaperone TraQ	SO:0001217, UniRef:UniRef50_A0A485D2U1
contig_9	cds	132327	132884	+	DALOPK_08365	trbB	Type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	SO:0001217, UniRef:UniRef50_A0A1Q6ASH6
contig_9	cds	132930	133373	+	DALOPK_08370	trbF	Conjugal transfer protein TrbF	SO:0001217, UniRef:UniRef50_A0A7D5FZA7
contig_9	cds	133363	134730	+	DALOPK_08375	traH	Conjugal transfer protein TraH	SO:0001217, UniRef:UniRef50_A0A062WMG0
contig_9	cds	134730	137579	+	DALOPK_08380		TraG-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7M1I3R1
